prof_id,week_day,hour_begin,hour_end,level,note,constraint
33,Fri,16:30,17:30,undesired,,"not (Fri, [16:30,17:30])"
33,Fri,8:30,09:30,impossible,,"NOT (Fri, [8:30,09:30])"
33,Mon,16:30,17:30,undesired,,"not (Mon, [16:30,17:30])"
33,Mon,8:30,09:30,impossible,,"NOT (Mon, [8:30,09:30])"
33,Thu,16:30,17:30,undesired,,"not (Thu, [16:30,17:30])"
33,Thu,8:30,09:30,undesired,,"not (Thu, [8:30,09:30])"
33,Tue,16:30,17:30,undesired,,"not (Tue, [16:30,17:30])"
33,Tue,8:30,09:30,undesired,,"not (Tue, [8:30,09:30])"
33,Wed,16:30,17:30,undesired,,"not (Wed, [16:30,17:30])"
33,Wed,8:30,09:30,undesired,,"not (Wed, [8:30,09:30])"
34,Fri,10:30,11:30,undesired,,"not (Fri, [10:30,11:30])"
34,Fri,11:30,12:30,undesired,,"not (Fri, [11:30,12:30])"
34,Fri,15:30,16:30,undesired,,"not (Fri, [15:30,16:30])"
34,Fri,16:30,17:30,undesired,,"not (Fri, [16:30,17:30])"
34,Fri,17:30,18:30,impossible,,"NOT (Fri, [17:30,18:30])"
34,Fri,18:30,19:30,impossible,,"NOT (Fri, [18:30,19:30])"
34,Thu,11:30,12:30,undesired,,"not (Thu, [11:30,12:30])"
34,Thu,12:30,13:30,undesired,,"not (Thu, [12:30,13:30])"
34,Thu,15:30,16:30,undesired,,"not (Thu, [15:30,16:30])"
34,Thu,16:30,17:30,undesired,,"not (Thu, [16:30,17:30])"
35,Fri,16:30,17:30,undesired,,"not (Fri, [16:30,17:30])"
35,Fri,8:30,09:30,undesired,,"not (Fri, [8:30,09:30])"
35,Mon,16:30,17:30,undesired,,"not (Mon, [16:30,17:30])"
35,Mon,8:30,09:30,impossible,,"NOT (Mon, [8:30,09:30])"
35,Thu,16:30,17:30,undesired,,"not (Thu, [16:30,17:30])"
35,Thu,8:30,09:30,undesired,,"not (Thu, [8:30,09:30])"
35,Tue,16:30,17:30,undesired,,"not (Tue, [16:30,17:30])"
35,Tue,8:30,09:30,impossible,,"NOT (Tue, [8:30,09:30])"
35,Wed,16:30,17:30,undesired,,"not (Wed, [16:30,17:30])"
35,Wed,8:30,09:30,undesired,,"not (Wed, [8:30,09:30])"
36,Fri,13:30,14:30,undesired,,"not (Fri, [13:30,14:30])"
